time,open,high,low,close
03-01-2024 09:55,19500.18,19510.12,19472.15,19497.84
03-01-2024 10:00,19497.84,19520.92,19476.92,19502.12
03-01-2024 10:05,19502.12,19524.67,19496.94,19503.07
03-01-2024 10:10,19503.07,19524.25,19497.2,19514.12
03-01-2024 10:15,19514.12,19521.85,19496.9,19513.32
03-01-2024 10:20,19513.32,19520.26,19499.81,19519.33
03-01-2024 10:25,19519.33,19537.85,19493.54,19516.59
03-01-2024 10:30,19516.59,19535.9,19497.29,19503.7
03-01-2024 10:35,19503.7,19530.2,19482.96,19491.01
03-01-2024 10:40,19491.01,19496.01,19472.75,19474.93
03-01-2024 10:45,19474.93,19492.41,19454.55,19455.08
03-01-2024 10:50,19455.08,19468.04,19428.94,19450.71
03-01-2024 10:55,19450.71,19457.26,19435.64,19442.94
03-01-2024 11:00,19442.94,19462.94,19424.12,19433.94
03-01-2024 11:05,19433.94,19448.76,19408.07,19441.23
03-01-2024 11:10,19441.23,19470.99,19425.07,19440.32
03-01-2024 11:15,19440.32,19452.53,19425.5,19448.77
03-01-2024 11:20,19448.77,19464.1,19437.1,19454.78
03-01-2024 11:25,19454.78,19481.02,19430.6,19474.22
03-01-2024 11:30,19474.22,19486.08,19463.44,19478.5
03-01-2024 11:35,19478.5,19503.57,19466.43,19495.01
03-01-2024 11:40,19495.01,19514.19,19482.66,19491.85
03-01-2024 11:45,19491.85,19521.08,19465.67,19468.47
03-01-2024 11:50,19468.47,19475.34,19439.63,19467.72
03-01-2024 11:55,19467.72,19479.83,19457.93,19472.51
03-01-2024 12:00,19472.51,19501.61,19464.01,19477.19
03-01-2024 12:05,19477.19,19490.07,19465.72,19474.48
03-01-2024 12:10,19474.48,19479.9,19467.24,19477.6
03-01-2024 12:15,19477.6,19486.79,19465.32,19480.28
03-01-2024 12:20,19480.28,19499.08,19458.05,19462.69
03-01-2024 12:25,19462.69,19476.72,19447.19,19455.85
03-01-2024 12:30,19455.85,19469.12,19438.35,19440.75
03-01-2024 12:35,19440.75,19464.03,19434.05,19458.42
03-01-2024 12:40,19458.42,19463.86,19444.18,19445.61
03-01-2024 12:45,19445.61,19465.9,19423.87,19450.88
03-01-2024 12:50,19450.88,19472.83,19434.74,19470.89
03-01-2024 12:55,19470.89,19477.22,19447.5,19459.15
03-01-2024 13:00,19459.15,19487.21,19448.5,19469.28
03-01-2024 13:05,19469.28,19481.06,19447.55,19479.64
03-01-2024 13:10,19479.64,19500.35,19461.95,19483.09
03-01-2024 13:15,19483.09,19501.63,19465.47,19492.26
03-01-2024 13:20,19492.26,19519.56,19462.97,19480.19
03-01-2024 13:25,19480.19,19493.62,19458.45,19473.71
03-01-2024 13:30,19473.71,19483.31,19457.63,19481.94
03-01-2024 13:35,19481.94,19496.27,19461.62,19477.25
03-01-2024 13:40,19477.25,19507.06,19461.65,19499.89
03-01-2024 13:45,19499.89,19517.01,19471.64,19516.62
03-01-2024 13:50,19516.62,19531.68,19492.59,19510.23
03-01-2024 13:55,19510.23,19515.73,19494.93,19513.83
03-01-2024 14:00,19513.83,19521.67,19487.17,19516.99
03-01-2024 14:05,19516.99,19538.24,19503.04,19506.91
03-01-2024 14:10,19506.91,19533.13,19488.09,19502.03
03-01-2024 14:15,19502.03,19524.6,19489.21,19500.42
03-01-2024 14:20,19500.42,19521.58,19476.65,19482.39
03-01-2024 14:25,19482.39,19491.57,19457.07,19466.2
03-01-2024 14:30,19466.2,19489.2,19440.2,19448.17
03-01-2024 14:35,19448.17,19461.34,19429.02,19440.89
03-01-2024 14:40,19440.89,19460.91,19418.77,19448.08
03-01-2024 14:45,19448.08,19475.65,19438.79,19470.96
03-01-2024 14:50,19470.96,19475.97,19444.09,19456.11
03-01-2024 14:55,19456.11,19461.64,19441.71,19460.36
03-01-2024 15:00,19460.36,19483.63,19430.85,19457.51
03-01-2024 15:05,19457.51,19479.25,19434.58,19476.65
03-01-2024 15:10,19476.65,19482,19455.67,19472.85
03-01-2024 15:15,19472.85,19492.41,19466.07,19472.88
03-01-2024 15:20,19472.88,19489.84,19463.68,19486.27
03-01-2024 15:25,19486.27,19504.77,19462.24,19468.53
03-01-2024 15:30,19468.53,19473.54,19457.13,19457.91
04-01-2024 09:15,19457.91,19469.8,19430.1,19466.85
04-01-2024 09:20,19466.85,19490.27,19458.15,19461.12
04-01-2024 09:25,19461.12,19481.76,19440.82,19476.51
04-01-2024 09:30,19476.51,19500.85,19460.9,19482.15
04-01-2024 09:35,19482.15,19509.8,19475.41,19480.61
04-01-2024 09:40,19480.61,19488.81,19452.89,19482.96
04-01-2024 09:45,19482.96,19506.71,19477.75,19490.91
04-01-2024 09:50,19490.91,19515.09,19467.47,19502.49
04-01-2024 09:55,19502.49,19518.28,19495.97,19517.06
04-01-2024 10:00,19517.06,19531.88,19499,19525.93
04-01-2024 10:05,19525.93,19533.26,19515.68,19520.86
04-01-2024 10:10,19520.86,19545.28,19510.84,19523.7
04-01-2024 10:15,19523.7,19535.23,19498,19529.73
04-01-2024 10:20,19529.73,19544.63,19502.58,19544.27
04-01-2024 10:25,19544.27,19568.81,19523.12,19538.8
04-01-2024 10:30,19538.8,19551.91,19531.85,19540.47
04-01-2024 10:35,19540.47,19546.48,19513.87,19524.59
04-01-2024 10:40,19524.59,19530.01,19519.42,19523.35
04-01-2024 10:45,19523.35,19550.09,19496.63,19502.74
04-01-2024 10:50,19502.74,19526.37,19478.71,19497.09
04-01-2024 10:55,19497.09,19513.46,19490.05,19494.96
04-01-2024 11:00,19494.96,19524.42,19488.03,19520.52
04-01-2024 11:05,19520.52,19527.74,19511.55,19517.25
04-01-2024 11:10,19517.25,19535.64,19509.32,19528.4
04-01-2024 11:15,19528.4,19535.13,19499.79,19506.15
04-01-2024 11:20,19506.15,19518.23,19481.48,19503.61
04-01-2024 11:25,19503.61,19528.22,19475.54,19490.32
04-01-2024 11:30,19490.32,19499.77,19460.97,19481.74
04-01-2024 11:35,19481.74,19509.22,19459.1,19501.67
04-01-2024 11:40,19501.67,19520.82,19490.39,19495.03
04-01-2024 11:45,19495.03,19503.84,19472.5,19498.44
04-01-2024 11:50,19498.44,19520.72,19470.57,19508.61
04-01-2024 11:55,19508.61,19537.84,19488.51,19534.64
04-01-2024 12:00,19534.64,19563.86,19519.57,19523.43
04-01-2024 12:05,19523.43,19535.79,19511.19,19515.42
04-01-2024 12:10,19515.42,19545.07,19491.57,19543.47
04-01-2024 12:15,19543.47,19571.44,19526.64,19538.4
04-01-2024 12:20,19538.4,19558.94,19525.48,19547.13
04-01-2024 12:25,19547.13,19556.98,19535.96,19548.88
04-01-2024 12:30,19548.88,19563.57,19524.09,19529.48
04-01-2024 12:35,19529.48,19544.31,19521,19543.69
04-01-2024 12:40,19543.69,19562.44,19537.56,19540.09
04-01-2024 12:45,19540.09,19565.74,19514.42,19554.74
04-01-2024 12:50,19554.74,19572.71,19532.17,19554.66
04-01-2024 12:55,19554.66,19573.68,19539.2,19552.79
04-01-2024 13:00,19552.79,19558.58,19524.07,19536.23
04-01-2024 13:05,19536.23,19551.89,19522.84,19540.22
04-01-2024 13:10,19540.22,19547.39,19527.05,19527.98
04-01-2024 13:15,19527.98,19549.9,19520.83,19549
04-01-2024 13:20,19549,19561.57,19528.67,19551.39
04-01-2024 13:25,19551.39,19579.23,19532.53,19559.91
04-01-2024 13:30,19559.91,19588.18,19546.31,19561.23
04-01-2024 13:35,19561.23,19577.87,19555.83,19560.66
04-01-2024 13:40,19560.66,19570.85,19549.4,19550.39
04-01-2024 13:45,19550.39,19578.74,19543.88,19567.47
04-01-2024 13:50,19567.47,19595.58,19550.54,19583.07
04-01-2024 13:55,19583.07,19611.25,19575.11,19579.61
04-01-2024 14:00,19579.61,19608.37,19574,19576.69
04-01-2024 14:05,19576.69,19586.03,19567.97,19583.72
04-01-2024 14:10,19583.72,19600.04,19566.78,19592.44
04-01-2024 14:15,19592.44,19610.38,19577.63,19599.78
04-01-2024 14:20,19599.78,19624.46,19574.57,19607.24
04-01-2024 14:25,19607.24,19637.07,19591.8,19634.49
04-01-2024 14:30,19634.49,19641.42,19609.2,19627.23
04-01-2024 14:35,19627.23,19656.76,19597.81,19618.73
04-01-2024 14:40,19618.73,19638.58,19593.97,19613.4
04-01-2024 14:45,19613.4,19634.99,19589.7,19634.32
04-01-2024 14:50,19634.32,19648.5,19620.94,19640.67
04-01-2024 14:55,19640.67,19647.71,19621.98,19647.12
04-01-2024 15:00,19647.12,19675.29,19641.05,19659.47
04-01-2024 15:05,19659.47,19676.89,19650.88,19657.25
04-01-2024 15:10,19657.25,19678.67,19634.52,19640.48
04-01-2024 15:15,19640.48,19649.92,19635.37,19645.48
04-01-2024 15:20,19645.48,19671.15,19621.85,19664.68
04-01-2024 15:25,19664.68,19670.05,19653.42,19665.53
04-01-2024 15:30,19665.53,19676.04,19645.46,19671.34
05-01-2024 09:15,19671.34,19697.97,19642.79,19645.44
05-01-2024 09:20,19645.44,19672.06,19621.5,19669.12
05-01-2024 09:25,19669.12,19681.47,19655.16,19666.02
05-01-2024 09:30,19666.02,19688.42,19643.29,19654.78
05-01-2024 09:35,19654.78,19666.82,19648.28,19655.13
05-01-2024 09:40,19655.13,19671.53,19649.19,19651.75
05-01-2024 09:45,19651.75,19674.95,19642.96,19649.72
05-01-2024 09:50,19649.72,19656.31,19621.38,19635.36
05-01-2024 09:55,19635.36,19656.89,19619.55,19635.55
05-01-2024 10:00,19635.55,19657.18,19610.2,19635.56
05-01-2024 10:05,19635.56,19641.92,19609.55,19626.49
05-01-2024 10:10,19626.49,19639.75,19598.72,19629.92
05-01-2024 10:15,19629.92,19642.22,19606.61,19628.02
05-01-2024 10:20,19628.02,19651.92,19609.91,19637.56
05-01-2024 10:25,19637.56,19659.13,19617.15,19641.67
05-01-2024 10:30,19641.67,19663.08,19627.16,19634.75
05-01-2024 10:35,19634.75,19649.88,19622.9,19637.53
05-01-2024 10:40,19637.53,19656.82,19610.77,19614.32
05-01-2024 10:45,19614.32,19634.58,19600.98,19609.33
05-01-2024 10:50,19609.33,19620.54,19600.87,19611.03
05-01-2024 10:55,19611.03,19631.07,19595.39,19628.65
05-01-2024 11:00,19628.65,19656.62,19619.17,19642.44
05-01-2024 11:05,19642.44,19653.95,19624.09,19636.64
05-01-2024 11:10,19636.64,19647.42,19619.7,19644.31
05-01-2024 11:15,19644.31,19654.58,19624.58,19644.64
05-01-2024 11:20,19644.64,19666.92,19634.88,19655.93
05-01-2024 11:25,19655.93,19684.97,19636.43,19638.26
05-01-2024 11:30,19638.26,19643.77,19622.63,19632.06
05-01-2024 11:35,19632.06,19655.1,19610.24,19634.7
05-01-2024 11:40,19634.7,19643.14,19617.96,19618.99
05-01-2024 11:45,19618.99,19633.29,19606.51,19626.1
05-01-2024 11:50,19626.1,19635.04,19617.23,19631.06
05-01-2024 11:55,19631.06,19640.64,19620.3,19625.87
05-01-2024 12:00,19625.87,19648.27,19620.35,19631.17
05-01-2024 12:05,19631.17,19655.5,19623.15,19632.13
05-01-2024 12:10,19632.13,19646.69,19613.89,19614.92
05-01-2024 12:15,19614.92,19640.84,19603,19618.84
05-01-2024 12:20,19618.84,19643.88,19613.36,19622.67
05-01-2024 12:25,19622.67,19647.25,19607.82,19617.41
05-01-2024 12:30,19617.41,19644.15,19607.36,19635.79
05-01-2024 12:35,19635.79,19641.43,19611.26,19616.25
05-01-2024 12:40,19616.25,19633.88,19586.78,19603.19
05-01-2024 12:45,19603.19,19614.43,19584.96,19596.44
05-01-2024 12:50,19596.44,19604.16,19571.38,19584.7
05-01-2024 12:55,19584.7,19607.77,19570.96,19574.59
05-01-2024 13:00,19574.59,19592.29,19556.19,19591.08
05-01-2024 13:05,19591.08,19618.96,19579.73,19603.68
05-01-2024 13:10,19603.68,19626.19,19580.51,19584.61
05-01-2024 13:15,19584.61,19597.78,19574.99,19580.78
05-01-2024 13:20,19580.78,19610.65,19555.33,19580.43
05-01-2024 13:25,19580.43,19600.56,19561.47,19594.93
05-01-2024 13:30,19594.93,19603.6,19580.51,19594.88
05-01-2024 13:35,19594.88,19600.2,19570.73,19573.63
05-01-2024 13:40,19573.63,19578.64,19551.55,19566.57
05-01-2024 13:45,19566.57,19579.92,19550.52,19566.27
05-01-2024 13:50,19566.27,19591.38,19539.98,19542.63
05-01-2024 13:55,19542.63,19566.39,19534.7,19562.63
05-01-2024 14:00,19562.63,19576.16,19536.02,19562.76
05-01-2024 14:05,19562.76,19587.25,19550.16,19566.81
05-01-2024 14:10,19566.81,19588.61,19542.89,19563.6
05-01-2024 14:15,19563.6,19580.49,19535.12,19562.17
05-01-2024 14:20,19562.17,19578.01,19534.21,19547.48
05-01-2024 14:25,19547.48,19568.08,19526.84,19526.91
05-01-2024 14:30,19526.91,19541.45,19507.01,19528.24
05-01-2024 14:35,19528.24,19556.47,19509.03,19532.28
05-01-2024 14:40,19532.28,19558.29,19504.79,19552.1
05-01-2024 14:45,19552.1,19558.01,19530.87,19556.92
05-01-2024 14:50,19556.92,19575.86,19550.99,19562.86
05-01-2024 14:55,19562.86,19572.36,19557.33,19558.52
05-01-2024 15:00,19558.52,19580.77,19534.34,19555.98
05-01-2024 15:05,19555.98,19575.4,19541.52,19553.27
05-01-2024 15:10,19553.27,19579.29,19548.08,19568.07
05-01-2024 15:15,19568.07,19593.42,19546.32,19554.26
05-01-2024 15:20,19554.26,19577.81,19537.3,19569.26
05-01-2024 15:25,19569.26,19594.22,19557.46,19567.97
05-01-2024 15:30,19567.97,19573.12,19559.06,19568.74
06-01-2024 09:15,19568.74,19583.05,19548.95,19568.96
06-01-2024 09:20,19568.96,19588.28,19554.96,19566.25
06-01-2024 09:25,19566.25,19571.44,19537.39,19541.98
06-01-2024 09:30,19541.98,19560.87,19522.69,19556.76
06-01-2024 09:35,19556.76,19577.9,19551.3,19553.51
06-01-2024 09:40,19553.51,19562.12,19526.64,19553.82
06-01-2024 09:45,19553.82,19560.44,19532.82,19556.89
06-01-2024 09:50,19556.89,19581.09,19529.01,19539.78
06-01-2024 09:55,19539.78,19553.68,19513.94,19518.83
06-01-2024 10:00,19518.83,19528.29,19495.55,19517.72
06-01-2024 10:05,19517.72,19534.94,19512.22,19514.67
06-01-2024 10:10,19514.67,19540.93,19508.78,19521.08
06-01-2024 10:15,19521.08,19528.33,19505.18,19508.84
06-01-2024 10:20,19508.84,19516.42,19501.41,19515.09
06-01-2024 10:25,19515.09,19535.5,19496.1,19530.09
06-01-2024 10:30,19530.09,19537.72,19522.44,19532.38
06-01-2024 10:35,19532.38,19548.51,19514.67,19523.69
06-01-2024 10:40,19523.69,19549.85,19514.05,19532.63
06-01-2024 10:45,19532.63,19545.4,19520.77,19533.16
06-01-2024 10:50,19533.16,19550.85,19506.89,19547.63
06-01-2024 10:55,19547.63,19563.35,19525.13,19540.1
06-01-2024 11:00,19540.1,19559.29,19532.02,19542.78
06-01-2024 11:05,19542.78,19562.64,19519.73,19529.97
06-01-2024 11:10,19529.97,19543.02,19519.99,19537.27
06-01-2024 11:15,19537.27,19544.4,19524.86,19536.5
06-01-2024 11:20,19536.5,19562.37,19508.28,19516.72
06-01-2024 11:25,19516.72,19529.83,19489.61,19516.75
06-01-2024 11:30,19516.75,19535.22,19502.13,19505.45
06-01-2024 11:35,19505.45,19521.63,19496.34,19497.65
06-01-2024 11:40,19497.65,19510.19,19477.71,19495.09
06-01-2024 11:45,19495.09,19508.9,19475.81,19508.5
06-01-2024 11:50,19508.5,19528.05,19497.44,19502.85
06-01-2024 11:55,19502.85,19532.17,19497.43,19530.24
06-01-2024 12:00,19530.24,19551.07,19524.53,19535.2
06-01-2024 12:05,19535.2,19556.83,19516.27,19539.2
06-01-2024 12:10,19539.2,19564.52,19522.67,19556.75
06-01-2024 12:15,19556.75,19565.65,19530.18,19543.56
06-01-2024 12:20,19543.56,19558.43,19520.1,19540.79
06-01-2024 12:25,19540.79,19566.76,19514.84,19529.92
06-01-2024 12:30,19529.92,19556.35,19507.26,19521.62
06-01-2024 12:35,19521.62,19535.38,19493.97,19531.47
06-01-2024 12:40,19531.47,19550,19521.49,19534.44
06-01-2024 12:45,19534.44,19543.7,19521.85,19524.19
06-01-2024 12:50,19524.19,19530.65,19504.93,19520.03
06-01-2024 12:55,19520.03,19542.62,19497.16,19523.55
06-01-2024 13:00,19523.55,19539.79,19495.83,19508.07
06-01-2024 13:05,19508.07,19522.92,19481.21,19501.33
06-01-2024 13:10,19501.33,19517.4,19494.13,19500.01
06-01-2024 13:15,19500.01,19525.94,19475.62,19499.67
06-01-2024 13:20,19499.67,19510.31,19469.72,19493.5
06-01-2024 13:25,19493.5,19508.89,19486.36,19489.84
06-01-2024 13:30,19489.84,19495.19,19475.72,19482.79
06-01-2024 13:35,19482.79,19490.66,19475.61,19486.72
06-01-2024 13:40,19486.72,19510.54,19471.78,19491.13
06-01-2024 13:45,19491.13,19520.95,19470.77,19502.25
06-01-2024 13:50,19502.25,19512.48,19491.06,19501.88
06-01-2024 13:55,19501.88,19508.05,19472.86,19487.63
06-01-2024 14:00,19487.63,19499.31,19463.54,19464.56
06-01-2024 14:05,19464.56,19489.17,19434.56,19458.86
06-01-2024 14:10,19458.86,19468.91,19445.96,19447.37
06-01-2024 14:15,19447.37,19468.83,19431.06,19462.02
06-01-2024 14:20,19462.02,19489.95,19448.05,19471.68
06-01-2024 14:25,19471.68,19486.68,19447.05,19471.82
06-01-2024 14:30,19471.82,19482.34,19445.14,19476.19
06-01-2024 14:35,19476.19,19489.99,19463.16,19469.22
06-01-2024 14:40,19469.22,19475.29,19450.84,19461.13
06-01-2024 14:45,19461.13,19466.7,19434.42,19446.89
06-01-2024 14:50,19446.89,19465.18,19434.25,19436.77
06-01-2024 14:55,19436.77,19454.58,19408.25,19441.36
06-01-2024 15:00,19441.36,19451.26,19425.7,19441.74
06-01-2024 15:05,19441.74,19463.6,19434.66,19458.11
06-01-2024 15:10,19458.11,19479.98,19449.53,19452.63
